guid,fid,name,cr,size,type,tags,section,alignment,environment,ac,hp,init,lair?,legendary?,unique?,sources
369e60c6-5792-4623-8e11-36951e652011,mm.ghoul,Ghoul,1,Medium,Undead,,Ghouls,chaotic evil,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban",12,22,2,,,,"Basic Rules v1: 22, Monster Manual: 148"
4115f79a-084f-4775-b821-2b7ce6fc60d6,mm.giant-ape,Giant Ape,7,Huge,Beast,,Misc Creatures,unaligned,forest,12,157,2,,,,"Basic Rules v1: 22, Monster Manual: 323"
2a435613-2ac3-4486-90e6-e62e2efce0ec,mm.giant-badger,Giant Badger,1/4,Medium,Beast,,Misc Creatures,unaligned,"forest, grassland",10,13,0,,,,"Basic Rules v1: 23, Monster Manual: 323"
f96d5318-3768-4f78-b800-6cc36f474c0a,mm.giant-bat,Giant Bat,1/4,Large,Beast,,Misc Creatures,unaligned,"cave, dungeon, forest, ruins, swamp, underground",13,22,3,,,,"Basic Rules v1: 23, Monster Manual: 323"
bcc30ff0-0853-456b-961e-c23a7236b979,mm.giant-boar,Giant Boar,2,Large,Beast,,Misc Creatures,unaligned,"forest, grassland",12,42,0,,,,"Basic Rules v1: 23, Monster Manual: 323"
98ec83af-5011-4e90-b17e-7885df911032,mm.giant-centipede,Giant Centipede,1/4,Small,Beast,,Misc Creatures,unaligned,"cave, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground",13,4,2,,,,"Basic Rules v1: 23, HotDQ supplement: 9, Monster Manual: 323"
f2d2909a-895b-4f43-89eb-5a17a5f129c3,mm.giant-constrictor-snake,Giant Constrictor Snake,2,Huge,Beast,,Misc Creatures,unaligned,"forest, grassland, swamp",12,60,2,,,,"Basic Rules v1: 24, Monster Manual: 324"
df3f2dc9-40e2-48f3-9d40-a62a57dd0492,mm.giant-crab,Giant Crab,1/8,Medium,Beast,,Misc Creatures,unaligned,"aquatic, coast",15,13,2,,,,"Basic Rules v1: 24, Monster Manual: 324"
2408c546-fa02-40e0-9264-08d13fe5386c,mm.giant-crocodile,Giant Crocodile,5,Huge,Beast,,Misc Creatures,unaligned,"aquatic, coast, swamp",14,85,-1,,,,"Basic Rules v1: 24, Monster Manual: 324"
a02c80fc-b950-4e71-be07-2a3b28a126a4,mm.giant-eagle,Giant Eagle,1,Large,Beast,,Misc Creatures,neutral good,"grassland, mountain",13,26,3,,,,"Basic Rules v1: 24, Monster Manual: 324, Player's Handbook: 306"
68039952-d660-43e4-8949-ae6eb04606b6,mm.giant-elk,Giant Elk,2,Huge,Beast,,Misc Creatures,unaligned,"forest, grassland",14,42,3,,,,"Basic Rules v1: 25, Monster Manual: 325"
3b66d494-fe9b-411c-8e8e-d8f384c41ef8,mm.giant-fire-beetle,Giant Fire Beetle,0,Small,Beast,,Misc Creatures,unaligned,"cave, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground",13,4,0,,,,"Basic Rules v1: 25, Monster Manual: 325"
7a608516-9ef3-4bf3-85c6-45837c61a77e,mm.giant-frog,Giant Frog,1/4,Medium,Beast,,Misc Creatures,unaligned,"aquatic, coast, forest, swamp",11,18,1,,,,"Basic Rules v1: 25, HotDQ supplement: 10, Monster Manual: 325"
6589f3c5-4596-4fd4-b69c-94be539aade0,mm.giant-goat,Giant Goat,1/2,Large,Beast,,Misc Creatures,unaligned,"forest, grassland, mountain",11,19,0,,,,"Basic Rules v1: 25, Monster Manual: 326"
d56e1457-2295-4bfd-b1d6-d84e53d6debc,mm.giant-hyena,Giant Hyena,1,Large,Beast,,Misc Creatures,unaligned,"coast, desert, forest, grassland",12,45,2,,,,"Basic Rules v1: 26, Monster Manual: 326"
b1e3ee1f-d616-412d-ab5e-10aad27b2476,mm.giant-lizard,Giant Lizard,1/4,Large,Beast,,Misc Creatures,unaligned,"cave, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground",12,19,1,,,,"Basic Rules v1: 26, HotDQ supplement: 10, Monster Manual: 326"
0dcde23a-8100-4855-ac07-3388d1b8cc40,mm.giant-octopus,Giant Octopus,1,Large,Beast,,Misc Creatures,unaligned,aquatic,11,52,1,,,,"Basic Rules v1: 26, Monster Manual: 326"
0f0d61e7-2a8f-47c6-b1c9-35d7390dd6bb,mm.giant-owl,Giant Owl,1/4,Large,Beast,,Misc Creatures,neutral,"forest, grassland, urban",12,19,2,,,,"Basic Rules v1: 26, Monster Manual: 327"
ab030d7f-8e46-4167-bf36-45ff59a95665,mm.giant-poisonous-snake,Giant Poisonous Snake,1/4,Medium,Beast,,Misc Creatures,unaligned,"forest, grassland, swamp",14,11,4,,,,"Basic Rules v1: 27, Monster Manual: 327"
dd4df726-a041-4058-ac44-225aab9be366,mm.giant-rat,Giant Rat,1/8,Small,Beast,,Misc Creatures,unaligned,"cave, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban",12,7,2,,,,"Basic Rules v1: 27, Monster Manual: 327"
ff4ee842-7c21-4d0e-b6ff-d72dc13913db,mm.giant-scorpion,Giant Scorpion,3,Large,Beast,,Misc Creatures,unaligned,"cave, coast, desert, dungeon, grassland, ruins, swamp, underground",15,52,1,,,,"Basic Rules v1: 27, Monster Manual: 327"
2fe6b60e-017f-40fa-9746-44e5b9f6bb2d,mm.giant-sea-horse,Giant Sea Horse,1/2,Large,Beast,,Misc Creatures,unaligned,aquatic,13,16,2,,,,"Basic Rules v1: 27, Monster Manual: 328"
4d78880d-7eae-4494-ac22-e0bf415e32ad,mm.giant-shark,Giant Shark,5,Huge,Beast,,Misc Creatures,unaligned,aquatic,13,126,0,,,,"Basic Rules v1: 28, Monster Manual: 328"
ceff6967-7d2c-4b84-9e2a-df1d36a9a98c,mm.giant-spider,Giant Spider,1,Large,Beast,,Misc Creatures,unaligned,"cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban",14,26,3,,,,"Basic Rules v1: 28, HotDQ supplement: 10, Monster Manual: 328, Player's Handbook: 306"
dfd9f55f-e53c-4abb-b761-144062af6d0d,mm.giant-toad,Giant Toad,1,Large,Beast,,Misc Creatures,unaligned,"aquatic, coast, forest, swamp",11,39,1,,,,"Basic Rules v1: 28, Monster Manual: 329"
6b6e5aa1-bc01-4af6-b64a-8ac3f468eaf7,mm.giant-vulture,Giant Vulture,1,Large,Beast,,Misc Creatures,neutral evil,"desert, grassland, ruins",10,22,13,,,,"Basic Rules v1: 29, Monster Manual: 329"
ff490947-a963-4c11-8a1c-f238f4f6ad27,mm.giant-wasp,Giant Wasp,1/2,Medium,Beast,,Misc Creatures,unaligned,forest,12,13,2,,,,"Basic Rules v1: 29, Monster Manual: 329"
a30c0261-68cd-4b59-8bf6-c47bbde26f36,mm.giant-weasel,Giant Weasel,1/8,Medium,Beast,,Misc Creatures,unaligned,"forest, grassland",13,9,3,,,,"Basic Rules v1: 29, Monster Manual: 329"
f51ac131-dfc5-4672-a569-ab361ac31447,mm.giant-wolf-spider,Giant Wolf Spider,1/4,Medium,Beast,,Misc Creatures,unaligned,"cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban",13,11,3,,,,"Basic Rules v1: 29, Monster Manual: 330"
3394673a-e802-409a-b0b2-8d3f972a86fc,mm.gibbering-mouther,Gibbering Mouther,2,Medium,Aberration,,,neutral,"cave, dungeon, planar, underground",9,67,-1,,,,Monster Manual: 157
54fd43f7-d101-461d-b6db-e64f095eed84,mm.githyanki-knight,Githyanki Knight,8,Medium,Humanoid,Gith,Gith,lawful evil,"planar, swamp",18,91,2,,,,Monster Manual: 160
a3e7690f-8fc3-4a63-ba8c-75edbdbd755b,mm.githyanki-warrior,Githyanki Warrior,3,Medium,Humanoid,Gith,Gith,lawful evil,planar,17,49,2,,,,Monster Manual: 160
09632ffa-87af-47aa-b906-1e343f742ab5,mm.githzerai-monk,Githzerai Monk,2,Medium,Humanoid,Gith,Gith,lawful neutral,planar,14,38,2,,,,Monster Manual: 161
3058ccdb-7705-4545-8b7d-a09345c676dc,mm.githzerai-zerth,Githzerai Zerth,6,Medium,Humanoid,Gith,Gith,lawful neutral,planar,17,84,4,,,,Monster Manual: 161
681eb77f-9e46-4d7c-b96b-c850f1037dd0,mm.glabrezu,Glabrezu,9,Large,Fiend,Demon,Demons,chaotic evil,"dungeon, planar",17,157,2,,,,Monster Manual: 58
95c84527-c3f5-41df-a449-3f9c2cb56953,mm.gladiator,Gladiator,5,Medium,Humanoid,any,NPCs,any,urban,16,112,2,,,,Monster Manual: 346
07256557-e839-43d0-b84b-e91f3e7866fc,mm.gnoll,Gnoll,1/2,Medium,Humanoid,Gnoll,Gnolls,chaotic evil,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, urban",15,22,1,,,,"Basic Rules v1: 30, Monster Manual: 163"
e6e7eb98-e83c-4f36-ab56-35f50982c411,mm.gnoll-fang-of-yeenoghu,Gnoll Fang of Yeenoghu,4,Medium,Fiend,Gnoll,Gnolls,chaotic evil,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, urban",14,65,2,,,,Monster Manual: 163
a07c63be-7fd9-441a-bbe0-469a0e732bbb,mm.gnoll-pack-lord,Gnoll Pack Lord,2,Medium,Humanoid,Gnoll,Gnolls,chaotic evil,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, urban",15,49,2,,,,"Monster Manual: 163, Princes of the Apocalypse Online Supplement v1.0: 18"
4407c527-3be7-4010-b51d-a777203e49e1,mm.goat,Goat,0,Medium,Beast,,Misc Creatures,unaligned,"grassland, urban",10,4,0,,,,"Basic Rules v1: 30, Monster Manual: 330"
9cf6c94e-b019-47e1-a746-ab4d02f684a9,mm.goblin,Goblin,1/4,Small,Humanoid,Goblinoid,Goblins,neutral evil,"cave, dungeon, forest, grassland, mountain, ruins, urban",15,7,2,,,,"Basic Rules v1: 30, Monster Manual: 166"
0ad711a0-1b8b-418c-836e-b95ff9abb066,mm.goblin-boss,Goblin Boss,1,Small,Humanoid,Goblinoid,Goblins,neutral evil,"cave, dungeon, forest, grassland, mountain, ruins, urban",17,21,2,,,,Monster Manual: 166
524618b1-0d0d-4e12-bcf3-cb8d725c9ebc,mm.gold-dragon-wyrmling,Gold Dragon Wyrmling,3,Medium,Dragon,,Dragons,lawful good,"mountain, ruins",17,60,2,,,,Monster Manual: 115
7065db5f-03fc-4fc5-964d-8bdf5d47f701,mm.gorgon,Gorgon,5,Large,Monstrosity,,,unaligned,"mountain, ruins",19,114,0,,,,Monster Manual: 171
776873f4-290b-4bf8-8d55-1d9b978791b0,mm.goristro,Goristro,17,Huge,Fiend,Demon,Demons,chaotic evil,"dungeon, planar",19,310,0,,,,Monster Manual: 59
d82d19dd-2e7e-407f-9861-b7e2ee599e5c,mm.gray-ooze,Gray Ooze,1/2,Medium,Ooze,,Oozes,unaligned,dungeon,8,22,-2,,,,"HotDQ supplement: 11, Monster Manual: 243"
7087acfe-930d-49b7-9fab-a0351650c7ce,mm.gray-slaad,Gray Slaad,9,Medium,Aberration,,Slaadi,chaotic neutral,planar,18,127,3,,,,Monster Manual: 277
41eb895f-32b5-4389-8e99-145545851edc,mm.green-dragon-wyrmling,Green Dragon Wyrmling,2,Medium,Dragon,,Dragons,lawful evil,forest,17,38,1,,,,Monster Manual: 95
9447b8b2-f96c-4607-b210-966d201d6da6,mm.green-hag,Green Hag,3,Medium,Fey,,Hags,neutral evil,"forest, swamp",17,82,1,,,,Monster Manual: 177
af9dbb65-ebf7-468e-9746-131a66a9facb,mm.green-hag-coven,Green Hag (coven),5,Medium,Fey,,Hags,neutral evil,"forest, swamp",17,82,1,,,,Monster Manual: 177
69a7ed5e-16a9-466d-90a9-867136fb9469,mm.green-slaad,Green Slaad,8,Large,Aberration,,Slaadi,chaotic neutral,planar,16,127,2,,,,Monster Manual: 277
58efcfe3-54aa-4680-82c0-4ac9cf417bcd,mm.grell,Grell,3,Medium,Aberration,,,neutral evil,"dungeon, underground",12,55,2,,,,"Monster Manual: 172, Princes of the Apocalypse Online Supplement v1.0: 18"
9ab9a61b-5298-44e9-8950-167e4a4e9c98,mm.grick,Grick,2,Medium,Monstrosity,,Grick,neutral,"cave, dungeon, underground",14,27,2,,,,"Basic Rules v1: 30, Monster Manual: 173"
a227bfa9-bdbe-4a27-9e06-f4e65de57280,mm.grick-alpha,Grick Alpha,7,Large,Monstrosity,,Grick,neutral,"cave, dungeon, underground",18,75,3,,,,Monster Manual: 173
9084361f-6e4a-47ee-9e58-341f346278b2,mm.griffon,Griffon,2,Large,Monstrosity,,,unaligned,"arctic, coast, grassland, mountain",12,59,2,,,,"Basic Rules v1: 31, HotDQ supplement: 11, Monster Manual: 174"
f3f05353-e662-4b51-bdf2-19e3be7769eb,mm.grimlock,Grimlock,1/4,Medium,Humanoid,Grimlock,,neutral evil,"cave, dungeon, underground",11,11,1,,,,Monster Manual: 175
2dfd127c-8844-4289-ac04-b4fe2f1656e4,mm.guard,Guard,1/8,Medium,Humanoid,any,NPCs,any,urban,16,11,1,,,,"Basic Rules v1: 54, HotDQ supplement: 11, Monster Manual: 347"
9f2cb577-d9e2-48bb-ba99-6fc9ba74ec69,mm.guardian-naga,Guardian Naga,10,Large,Monstrosity,,Nagas,lawful good,"cave, coast, forest, ruins",15,75,3,,,,Monster Manual: 234
adf26741-67bd-4908-92e7-231a28374808,mm.gynosphinx,Gynosphinx,11,Large,Monstrosity,,Sphinxes,lawful neutral,"dungeon, ruins",17,136,2,lair,legendary,,Monster Manual: 282
89e0d155-e208-41f0-86fc-af2a62eb4c73,mm.half-ogre,Half-Ogre,1,Large,Giant,,Ogres,chaotic evil,"arctic, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, urban",12,30,0,,,,"Monster Manual: 238, Princes of the Apocalypse Online Supplement v1.0: 19"
1a52d02f-8c55-41cb-80c5-48127774767b,mm.half-red-dragon-veteran,Half-Red Dragon Veteran,5,Medium,Humanoid,Human,Half-Dragon,any,"arctic, coast, desert, grassland, mountain, urban",18,65,1,,,,Monster Manual: 180
3279999e-4dd9-4149-8ce5-f0867c108d30,mm.harpy,Harpy,1,Medium,Monstrosity,,,chaotic evil,"coast, forest, mountain",11,38,1,,,,"Basic Rules v1: 31, Monster Manual: 181"
d2ebaf9c-3be0-4c0c-ac98-c65e6d80b741,mm.hawk,Hawk,0,Tiny,Beast,,Misc Creatures,unaligned,"grassland, mountain",13,1,3,,,,"Basic Rules v1: 31, Monster Manual: 330, Player's Handbook: 306"
5545c172-5478-4ac0-8db5-7b2c8e90394c,mm.hell-hound,Hell Hound,3,Medium,Fiend,,,lawful evil,"dungeon, planar, urban",15,45,1,,,,"Basic Rules v1: 32, Monster Manual: 182"
82ec416b-64ff-4738-b308-9cd44ef5957d,mm.helmed-horror,Helmed Horror,4,Medium,Construct,,,neutral,"dungeon, ruins, urban",20,60,1,,,,"HotDQ supplement: 11, Monster Manual: 183, Princes of the Apocalypse Online Supplement v1.0: 19"
ba7bbb9e-2a12-4e4b-b90c-0d8e90f0898d,mm.hezrou,Hezrou,8,Large,Fiend,Demon,Demons,chaotic evil,"dungeon, planar",16,136,3,,,,"Monster Manual: 60, Princes of the Apocalypse Online Supplement v1.0: 19"
c7296867-6041-418d-b255-b675639cfc2c,mm.hill-giant,Hill Giant,5,Huge,Giant,,Giants,chaotic evil,"arctic, coast, grassland",13,105,-1,,,,"Basic Rules v1: 32, Monster Manual: 155"
5d506ff9-4a90-460e-82e4-68bdf0bac7cf,mm.hippogriff,Hippogriff,1,Large,Monstrosity,,,unaligned,mountain,11,19,1,,,,"Basic Rules v1: 32, Monster Manual: 184"
127e4789-95e3-48e4-8937-7d85ccb3bea0,mm.hobgoblin,Hobgoblin,1/2,Medium,Humanoid,Goblinoid,Hobgoblins,lawful evil,"arctic, coast, grassland, mountain, urban",18,11,1,,,,"Basic Rules v1: 32, HotDQ supplement: 12, Monster Manual: 186"
5341cb95-c090-4295-ba1d-83d978988a10,mm.hobgoblin-captain,Hobgoblin Captain,3,Medium,Humanoid,Goblinoid,Hobgoblins,lawful evil,"arctic, coast, grassland, mountain, urban",17,39,2,,,,"HotDQ supplement: 12, Monster Manual: 186, Princes of the Apocalypse Online Supplement v1.0: 20"
3a5c21f3-f610-47ec-ba99-8ea6ceb9a5a2,mm.hobgoblin-warlord,Hobgoblin Warlord,6,Medium,Humanoid,Goblinoid,Hobgoblins,lawful evil,"arctic, coast, grassland, mountain, urban",20,97,2,,,,Monster Manual: 187
733da9a7-a197-4be8-b8f0-00e492801eec,mm.homunculus,Homunculus,0,Tiny,Construct,,,neutral,"dungeon, urban",13,5,2,,,,Monster Manual: 188
3e4d8e86-de04-4ccb-aee2-2f4049b6769b,mm.hook-horror,Hook Horror,3,Large,Monstrosity,,,neutral,"dungeon, underground",15,75,0,,,,"Monster Manual: 189, Princes of the Apocalypse Online Supplement v1.0: 20"
50a88400-dd98-40b7-a03a-4cbedd5730b8,mm.horned-devil,Horned Devil,11,Large,Fiend,Devil,Devils,lawful evil,"dungeon, planar",18,178,3,,,,Monster Manual: 74
3cbfec14-c628-4140-82ce-8cb47cfcdb98,mm.hunter-shark,Hunter Shark,2,Large,Beast,,Misc Creatures,unaligned,aquatic,12,45,1,,,,"Basic Rules v1: 33, Monster Manual: 330"
3e632ad7-8ffd-40b7-8a37-45386577bd45,mm.hydra,Hydra,8,Huge,Monstrosity,,,unaligned,"aquatic, cave, coast, dungeon, forest, mountain, ruins, swamp, underground",15,172,1,,,,"Basic Rules v1: 33, Monster Manual: 190"
589c5ae5-bbbe-4753-a36a-53bfec6987b7,mm.hyena,Hyena,0,Medium,Beast,,Misc Creatures,unaligned,"forest, grassland",11,5,1,,,,"Basic Rules v1: 33, Monster Manual: 331"
ccc0b0de-f4e8-418d-b354-dbf6968413ee,mm.ice-devil,Ice Devil,14,Large,Fiend,Devil,Devils,lawful evil,"dungeon, planar",18,180,2,,,,Monster Manual: 75
85ca0247-73d6-43c3-b25d-4a9026586669,mm.ice-mephit,Ice Mephit,1/2,Small,Elemental,,Mephits,neutral evil,"arctic, dungeon, planar, urban",11,21,1,,,,"Monster Manual: 215, Princes of the Apocalypse Online Supplement v1.0: 20"
c211c5fc-f71a-4e11-8c8b-71a6ae470eaa,mm.imp,Imp,1,Tiny,Fiend,"Devil, Shapechanger",Devils,lawful evil,"dungeon, planar",13,10,3,,,,"Monster Manual: 76, Player's Handbook: 306"
8ccb4fb2-f8aa-421d-a60e-76255953b97a,mm.intellect-devourer,Intellect Devourer,2,Tiny,Aberration,,,lawful evil,"dungeon, underground",12,21,2,,,,Monster Manual: 191
ee83fc27-4e79-4a9d-96ec-909aed739470,mm.invisible-stalker,Invisible Stalker,6,Medium,Elemental,,,neutral,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, planar, ruins, swamp, underground, urban",14,104,4,,,,"Monster Manual: 192, Princes of the Apocalypse Online Supplement v1.0: 21"
d9f13daf-d1b1-490c-87a7-33e8d28bb4ee,mm.iron-golem,Iron Golem,16,Large,Construct,,Golems,unaligned,"dungeon, ruins, urban",20,210,-1,,,,Monster Manual: 170
d8e388da-90a9-48b5-8d84-f969f5b98a73,mm.jackal,Jackal,0,Small,Beast,,Misc Creatures,unaligned,"desert, grassland",12,3,2,,,,"Basic Rules v1: 33, Monster Manual: 331"
977db5ba-5f5a-4a4d-851a-854696a05c01,mm.jackalwere,Jackalwere,1/2,Medium,Humanoid,Shapechanger,,chaotic evil,"desert, grassland, urban",12,18,2,,,,"Monster Manual: 193, Princes of the Apocalypse Online Supplement v1.0: 21"
0d1a69f3-7416-4bd7-9166-4e7b0fdd0af3,mm.kenku,Kenku,1/4,Medium,Humanoid,Kenku,,chaotic neutral,"arctic, coast, desert, forest, grassland, mountain, ruins, urban",13,13,3,,,,"Monster Manual: 194, Princes of the Apocalypse Online Supplement v1.0: 21"
7ff7ffda-0e4d-4989-9c61-455178874d43,mm.killer-whale,Killer Whale,3,Huge,Beast,,Misc Creatures,unaligned,aquatic,12,90,0,,,,"Basic Rules v1: 34, Monster Manual: 331"
9094f81d-5fab-43c6-baf5-4a5acbe94b9b,mm.knight,Knight,3,Medium,Humanoid,any,NPCs,any,urban,18,52,0,,,,"Basic Rules v1: 54, HotDQ supplement: 12, Monster Manual: 347"
baa3449e-bfd5-408d-8b7e-206a3bebf8ca,mm.kobold,Kobold,1/8,Small,Humanoid,Kobold,Kobolds,lawful evil,"cave, dungeon, mountain, underground",12,5,2,,,,"Basic Rules v1: 34, HotDQ supplement: 13, Monster Manual: 195"
db248a11-5c00-433b-91e5-606ac09a3df9,mm.kraken,Kraken,23,Gargantuan,Monstrosity,Titan,,chaotic evil,"aquatic, coast",18,472,0,lair,legendary,,Monster Manual: 197
5bb857a3-c242-4b8e-9ad7-08134220a539,mm.kuo-toa,Kuo-toa,1/4,Medium,Humanoid,Kuo-toa,Kuo-toa,neutral evil,"aquatic, coast",13,18,0,,,,"Monster Manual: 199, Princes of the Apocalypse Online Supplement v1.0: 22"
ef27b3eb-48e1-4415-a176-5df27a41d84f,mm.kuo-toa-archpriest,Kuo-toa Archpriest,6,Medium,Humanoid,Kuo-toa,Kuo-toa,neutral evil,"aquatic, coast",13,97,2,,,,"Monster Manual: 200, Princes of the Apocalypse Online Supplement v1.0: 22"
,mm.kuo-toa-monitor,Kuo-toa Monitor,3,Medium,Humanoid,Kuo-toa,Kuo-toa,neutral evil,"aquatic, coast",13,65,0,,,,Monster Manual: 198
18f26ee3-cb25-4a4b-a37e-eeef773cb3ad,mm.kuo-toa-whip,Kuo-toa Whip,1,Medium,Humanoid,Kuo-toa,Kuo-toa,neutral evil,"aquatic, coast",11,65,0,,,,"Monster Manual: 200, Princes of the Apocalypse Online Supplement v1.0: 23"
78334f11-4007-4c8d-a133-55c8581d13bf,mm.lamia,Lamia,4,Large,Monstrosity,,,chaotic evil,"desert, ruins",13,97,1,,,,Monster Manual: 201
a423f6af-82f8-4716-9a32-03e6c21679b1,mm.lemure,Lemure,0,Medium,Fiend,Devil,Devils,lawful evil,"dungeon, planar",7,13,-3,,,,Monster Manual: 76
a5dc844c-9763-4ce9-81e9-c83ec00976af,mm.lich,Lich,21,Medium,Undead,,,any evil,"dungeon, ruins, urban",17,135,3,,legendary,,"Monster Manual: 202, Princes of the Apocalypse Online Supplement v1.0: 23"
3a25a6fc-7a1d-4437-9010-213e7a9ec153,mm.lich-in-lair,Lich (in lair),22,Medium,Undead,,,any evil,"dungeon, ruins, urban",17,135,3,lair,legendary,,Monster Manual: 202
2feb4531-2954-456c-bdf2-b320b1b8d1a3,mm.lion,Lion,1,Large,Beast,,Misc Creatures,unaligned,grassland,12,26,2,,,,"Basic Rules v1: 34, Monster Manual: 331, Player's Handbook: 307"
c9c0dd9a-d2ce-449c-9bd8-46da79cacdc3,mm.lizard,Lizard,0,Tiny,Beast,,Misc Creatures,unaligned,"cave, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground",10,2,0,,,,"Basic Rules v1: 34, Monster Manual: 332"
9e448cc3-7e92-4af8-8610-601efd00aef8,mm.lizard-kingqueen,Lizard King/Queen,4,Medium,Humanoid,Lizardfolk,Lizardfolk,chaotic evil,"coast, dungeon, forest, grassland, swamp",15,75,1,,,,"Monster Manual: 205, Princes of the Apocalypse Online Supplement v1.0: 24"
5ec95d84-a847-496d-9cca-f4a3c13a81d1,mm.lizardfolk,Lizardfolk,1/2,Medium,Humanoid,Lizardfolk,Lizardfolk,neutral,"coast, dungeon, forest, grassland, swamp",15,22,0,,,,"Basic Rules v1: 35, HotDQ supplement: 13, Monster Manual: 204"
e94dadeb-692d-43cf-8d59-91f1624c795d,mm.lizardfolk-shaman,Lizardfolk Shaman,2,Medium,Humanoid,Lizardfolk,Lizardfolk,neutral,"coast, dungeon, forest, grassland, swamp",13,27,0,,,,"Monster Manual: 205, Princes of the Apocalypse Online Supplement v1.0: 24"
dd58be51-e15c-4abb-8cf4-97263526d5d5,mm.mage,Mage,6,Medium,Humanoid,any,NPCs,any,urban,12 (15 with mage armor),40,2,,,,"Basic Rules v1: 55, HotDQ supplement: 13, Monster Manual: 347"
1f7aa396-edd4-47f6-88b6-f98793df12e5,mm.magma-mephit,Magma Mephit,1/2,Small,Elemental,,Mephits,neutral evil,"cave, dungeon, mountain, planar, urban",11,22,1,,,,"Monster Manual: 216, Princes of the Apocalypse Online Supplement v1.0: 25"
f9b4996c-a11c-4f18-ab8b-fa627f384da7,mm.magmin,Magmin,1/2,Small,Elemental,,,chaotic neutral,"dungeon, planar, ruins, urban",14,9,2,,,,"Monster Manual: 212, Princes of the Apocalypse Online Supplement v1.0: 25"
723492cc-2dc4-4c3e-b5a3-96b03dd30320,mm.mammoth,Mammoth,6,Huge,Beast,,Misc Creatures,unaligned,arctic,13,126,-1,,,,"Basic Rules v1: 35, Monster Manual: 332"
22a8a7af-8674-4308-9c7c-da4d02965093,mm.manes,Manes,1/8,Small,Fiend,Demon,Demons,chaotic evil,"dungeon, planar",9,9,-1,,,,Monster Manual: 60
70a0cbe2-5320-465d-afdf-7a4643da02fe,mm.manticore,Manticore,3,Large,Monstrosity,,,lawful evil,"arctic, cave, coast, grassland, mountain, ruins",14,68,3,,,,"Basic Rules v1: 35, Monster Manual: 213"
b30c6226-cb44-4070-ba78-12bfcf3e8d9e,mm.marid,Marid,11,Large,Elemental,,Genies,chaotic neutral,"aquatic, coast, dungeon, planar, swamp",17,229,1,,,,Monster Manual: 146
8e3f174d-372b-40b5-ac07-c5e4651d410c,mm.marilith,Marilith,16,Large,Fiend,Demon,Demons,chaotic evil,"dungeon, planar",18,189,5,,,,Monster Manual: 61
216f1424-504a-4c7f-8a0a-478bbf97f1ef,mm.mastiff,Mastiff,1/8,Medium,Beast,,Misc Creatures,unaligned,urban,12,5,2,,,,"Basic Rules v1: 35, Monster Manual: 332, Player's Handbook: 307"
15a09594-1143-4b08-8f4e-0f5d9891b4d1,mm.medusa,Medusa,6,Medium,Monstrosity,,,lawful evil,"cave, dungeon, mountain, ruins, urban",15,127,2,,,,"Basic Rules v1: 36, Monster Manual: 214"
620fe04b-ad34-4183-8af7-980b3609c482,mm.merfolk,Merfolk,1/8,Medium,Humanoid,Merfolk,,neutral,aquatic,11,11,1,,,,"Basic Rules v1: 35, Monster Manual: 218"
8e619f31-7241-4022-91a2-de617597b090,mm.merrow,Merrow,2,Large,Monstrosity,,,chaotic evil,aquatic,13,45,0,,,,"Monster Manual: 219, Princes of the Apocalypse Online Supplement v1.0: 25"
911a2153-0fc4-48bd-bb68-4d36ef72cb3c,mm.mezzoloth,Mezzoloth,5,Medium,Fiend,Yugoloth,Yugoloths,neutral evil,"dungeon, planar",8,75,0,,,,"Monster Manual: 313, Princes of the Apocalypse Online Supplement v1.0: 26"
ef5521a7-9b12-498b-907d-18acfdf73876,mm.mimic,Mimic,2,Medium,Monstrosity,Shapechanger,,neutral,dungeon,12,58,1,,,,Monster Manual: 220
00235a58-a598-495b-ba4e-7d56c15cbfc8,mm.mind-flayer,Mind Flayer,7,Medium,Aberration,,Mind Flayer,lawful evil,"dungeon, underground, urban",15,71,1,,,,Monster Manual: 222
699c0e8b-def1-41ff-a1bc-23d5315c973e,mm.mind-flayer-arcanist,Mind Flayer Arcanist,8,Medium,Aberration,,Mind Flayer,lawful evil,"dungeon, underground, urban",15,71,1,,,,Monster Manual: 222
852cfe83-a0d9-4170-86d7-e16b864ea7ef,mm.minotaur,Minotaur,3,Large,Monstrosity,,,chaotic evil,"cave, dungeon, ruins, underground",14,76,0,,,,"Basic Rules v1: 35, Monster Manual: 223"
8e06aaf8-6a32-44d7-8c40-0b829ac94413,mm.minotaur-skeleton,Minotaur Skeleton,2,Large,Undead,,Skeletons,lawful evil,"dungeon, underground, urban",12,67,0,,,,Monster Manual: 273
